,Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,Tgt,Ctch%
1163,17,Lee Evans,BUF,25,WR,16,15,82,1292,15.8,8,83,9.4,5.1,80.8,1,2006,137.0,59.9%
1164,49,Lee Evans,BUF,26,WR,16,16,55,849,15.4,5,85,7.5,3.4,53.1,0,2007,113.0,48.7%
1165,33,Lee Evans,BUF,27,WR,16,16,63,1017,16.1,3,87,10.0,3.9,63.6,2,2008,102.0,61.8%
1166,90,Lee Evans,BUF,28,WR,16,16,44,612,13.9,7,50,6.4,2.8,38.3,0,2009,96.0,45.8%
1167,115,Lee Evans,BUF,29,WR,13,13,37,578,15.6,4,54,6.9,2.8,44.5,2,2010,84.0,44.0%
1168,62,Keary Colbert,CAR,22,WR,15,15,47,754,16.0,5,63,8.2,3.1,50.3,1,2004,92.0,51.1%
1169,63,Eric Parker,SDG,25,WR,15,13,47,690,14.7,4,79,9.7,3.1,46.0,5,2004,71.0,66.2%
1170,48,Eric Parker,SDG,26,WR,15,9,57,725,12.7,3,49,9.1,3.8,48.3,2,2005,80.0,71.3%
1171,65,Eric Parker,SDG,27,WR,15,12,48,659,13.7,0,38,9.4,3.2,43.9,0,2006,70.0,68.6%
1172,65,Cedrick Wilson,SFO,26,WR,15,15,47,641,13.6,3,39,7.5,3.1,42.7,0,2004,85.0,55.3%
1173,95,Cedrick Wilson,PIT,28,WR,15,12,37,504,13.6,1,38,7.3,2.5,33.6,2,2006,69.0,53.6%
1174,73,Brandon Lloyd,SFO,23,WR,13,13,43,565,13.1,6,52,6.3,3.3,43.5,0,2004,89.0,48.3%
1175,63,Brandon Lloyd,SFO,24,WR,16,15,48,733,15.3,5,89,6.7,3.0,45.8,1,2005,109.0,44.0%
1176,17,Brandon Lloyd,DEN,29,WR,16,11,77,1448,18.8,11,71,9.5,4.8,90.5,0,2010,153.0,50.3%
1177,28,Brandon Lloyd,2TM,30,,15,14,70,966,13.8,5,44,6.5,4.7,64.4,1,2011,148.0,47.3%
1178,23,Brandon Lloyd,NWE,31,WR,16,15,74,911,12.3,4,53,7.0,4.6,56.9,0,2012,131.0,56.5%
1179,74,Antwaan Randle El,PIT,25,wr,16,7,43,601,14.0,3,39,9.5,2.7,37.6,5,2004,63.0,68.3%
1180,104,Antwaan Randle El,PIT,26,WR,16,15,35,558,15.9,1,63,8.1,2.2,34.9,4,2005,69.0,50.7%
1181,61,Antwaan Randle El,WAS,28,WR,15,13,51,728,14.3,1,54,9.5,3.4,48.5,3,2007,77.0,66.2%
1182,58,Antwaan Randle El,WAS,29,WR,16,16,53,593,11.2,4,31,6.8,3.3,37.1,2,2008,87.0,60.9%
1183,69,Antwaan Randle El,WAS,30,,16,3,50,530,10.6,0,44,6.9,3.1,33.1,4,2009,77.0,64.9%
1184,75,David Terrell,CHI,25,WR,16,15,42,699,16.6,1,63,7.8,2.6,43.7,1,2004,90.0,46.7%
1185,78,Jabar Gaffney,HOU,24,WR,16,12,41,632,15.4,2,69,9.3,2.6,39.5,1,2004,68.0,60.3%
1186,53,Jabar Gaffney,DEN,29,wr,16,7,54,732,13.6,2,49,8.4,3.4,45.8,0,2009,87.0,62.1%
1187,34,Jabar Gaffney,DEN,30,WR,16,11,65,875,13.5,2,50,7.8,4.1,54.7,1,2010,112.0,58.0%
1188,30,Jabar Gaffney,WAS,31,WR,16,15,68,947,13.9,5,45,8.3,4.3,59.2,1,2011,114.0,59.6%
1189,91,Jeb Putzier,DEN,25,TE,16,5,36,572,15.9,2,39,10.6,2.3,35.8,0,2004,54.0,66.7%
1190,106,Doug Gabriel,OAK,24,WR,16,5,33,551,16.7,2,58,7.0,2.1,34.4,2,2004,79.0,41.8%
1191,92,Doug Gabriel,OAK,25,,14,2,37,554,15.0,3,38,7.7,2.6,39.6,0,2005,72.0,51.4%
1192,23,Chris Cooley,WAS,23,TE,16,16,71,774,10.9,7,32,7.5,4.4,48.4,3,2005,103.0,68.9%
1193,48,Chris Cooley,WAS,24,TE,16,16,57,734,12.9,6,66,7.7,3.6,45.9,0,2006,95.0,60.0%
1194,32,Chris Cooley,WAS,25,TE,16,16,66,786,11.9,8,39,7.1,4.1,49.1,1,2007,110.0,60.0%
1195,12,Chris Cooley,WAS,26,TE,16,16,83,849,10.2,1,28,7.6,5.2,53.1,3,2008,111.0,74.8%
1196,15,Chris Cooley,WAS,28,TE,16,16,77,849,11.0,3,35,6.7,4.8,53.1,3,2010,126.0,61.1%
1197,40,L.J. Smith,PHI,25,TE,16,16,61,682,11.2,3,48,6.4,3.8,42.6,1,2005,107.0,57.0%
1198,61,L.J. Smith,PHI,26,TE,16,15,50,611,12.2,5,65,8.1,3.1,38.2,0,2006,75.0,66.7%
1199,42,Kevin Curtis,STL,27,WR,16,9,60,801,13.4,6,83,8.3,3.8,50.1,2,2005,97.0,61.9%
1200,23,Kevin Curtis,PHI,29,WR,16,16,77,1110,14.4,6,75,8.2,4.8,69.4,0,2007,135.0,57.0%
1201,51,Erron Kinney,TEN,28,TE,14,14,55,543,9.9,2,27,7.5,3.9,38.8,0,2005,72.0,76.4%
1202,52,Ben Troupe,TEN,23,TE,15,11,55,530,9.6,4,35,6.6,3.7,35.3,2,2005,80.0,68.8%
1203,58,Antonio Chatman,GNB,26,,16,3,49,549,11.2,4,25,6.4,3.1,34.3,0,2005,86.0,57.0%
1204,62,Greg Lewis,PHI,25,WR,16,16,48,561,11.7,1,34,5.3,3.0,35.1,0,2005,105.0,45.7%
1205,65,Shaun McDonald,STL,24,,16,2,46,523,11.4,0,31,7.1,2.9,32.7,1,2005,74.0,62.2%
1206,22,Shaun McDonald,DET,26,wr,16,7,79,943,11.9,6,49,7.4,4.9,58.9,3,2007,127.0,62.2%
1207,67,Jerramy Stevens,SEA,26,TE,16,11,45,554,12.3,5,35,8.1,2.8,34.6,0,2005,68.0,66.2%
1208,72,Reggie Brown,PHI,24,WR,16,11,43,571,13.3,4,56,7.2,2.7,35.7,1,2005,79.0,54.4%
1209,68,Reggie Brown,PHI,25,WR,16,15,46,816,17.7,8,60,9.3,2.9,51.0,0,2006,88.0,52.3%
1210,37,Reggie Brown,PHI,26,WR,16,14,61,780,12.8,4,45,7.0,3.8,48.8,1,2007,111.0,55.0%
1211,81,Ernest Wilford,JAX,26,WR,16,8,41,681,16.6,7,39,9.2,2.6,42.6,0,2005,74.0,55.4%
1212,102,Ernest Wilford,JAX,27,WR,16,12,36,524,14.6,2,41,7.1,2.3,32.8,1,2006,74.0,48.6%
1213,84,Ernest Wilford,JAX,28,WR,16,14,45,518,11.5,3,35,7.0,2.8,32.4,0,2007,74.0,60.8%
1214,97,Michael Jenkins,ATL,23,WR,14,12,36,508,14.1,3,58,7.2,2.6,36.3,1,2005,71.0,50.7%
1215,55,Michael Jenkins,ATL,25,wr,15,6,53,532,10.0,4,29,6.3,3.5,35.5,0,2007,85.0,62.4%
1216,64,Michael Jenkins,ATL,26,WR,16,12,50,777,15.5,3,62,9.6,3.1,48.6,0,2008,81.0,61.7%
1217,67,Michael Jenkins,ATL,27,WR,15,9,50,635,12.7,1,50,7.1,3.3,42.3,0,2009,90.0,55.6%
1218,102,Michael Jenkins,ATL,28,WR,11,9,41,505,12.3,2,43,6.9,3.7,45.9,0,2010,73.0,56.2%
1219,99,Samie Parker,KAN,24,WR,12,9,36,533,14.8,3,49,9.2,3.0,44.4,2,2005,58.0,62.1%
1220,82,Samie Parker,KAN,25,WR,16,15,41,561,13.7,1,43,8.3,2.6,35.1,0,2006,68.0,60.3%
1221,118,Braylon Edwards,CLE,22,wr,10,7,32,512,16.0,3,80,8.7,3.2,51.2,0,2005,59.0,54.2%
1222,41,Braylon Edwards,CLE,23,WR,16,15,61,884,14.5,6,75,7.1,3.8,55.3,0,2006,125.0,48.8%
1223,21,Braylon Edwards,CLE,24,WR,16,16,80,1289,16.1,16,78,8.4,5.0,80.6,3,2007,154.0,51.9%
1224,51,Braylon Edwards,CLE,25,WR,16,16,55,873,15.9,3,70,6.3,3.4,54.6,0,2008,138.0,39.9%
1225,83,Braylon Edwards,2TM,26,,16,15,45,680,15.1,4,65,7.2,2.8,42.5,1,2009,95.0,47.4%
1226,55,Braylon Edwards,NYJ,27,WR,16,15,53,904,17.1,7,74,9.0,3.3,56.5,1,2010,101.0,52.5%
1227,2,Mike Furrey,DET,29,WR,16,14,98,1086,11.1,6,31,7.4,6.1,67.9,1,2006,146.0,67.1%
1228,38,Mike Furrey,DET,30,WR,16,10,61,664,10.9,1,49,7.3,3.8,41.5,0,2007,91.0,67.0%
1229,9,Kellen Winslow,CLE,23,TE,16,16,89,875,9.8,3,40,7.3,5.6,54.7,1,2006,120.0,74.2%
1230,19,Kellen Winslow,CLE,24,TE,16,14,82,1106,13.5,5,49,7.5,5.1,69.1,2,2007,148.0,55.4%
1231,21,Kellen Winslow,TAM,26,TE,16,14,77,884,11.5,5,42,7.0,4.8,55.3,0,2009,127.0,60.6%
1232,33,Kellen Winslow,TAM,27,TE,16,11,66,730,11.1,5,41,7.4,4.1,45.6,1,2010,98.0,67.3%
1233,22,Kellen Winslow,TAM,28,TE,16,15,75,763,10.2,2,37,6.2,4.7,47.7,2,2011,123.0,61.0%
1234,16,Jerricho Cotchery,NYJ,24,WR,16,16,82,961,11.7,6,71,7.7,5.1,60.1,0,2006,125.0,65.6%
1235,17,Jerricho Cotchery,NYJ,25,WR,15,15,82,1130,13.8,2,50,8.9,5.5,75.3,1,2007,127.0,64.6%
1236,25,Jerricho Cotchery,NYJ,26,WR,16,16,71,858,12.1,5,56,7.7,4.4,53.6,2,2008,112.0,63.4%
1237,42,Jerricho Cotchery,NYJ,27,WR,14,12,57,821,14.4,3,53,8.6,4.1,58.6,1,2009,96.0,59.4%
1238,88,Jerricho Cotchery,PIT,31,WR,16,6,46,602,13.1,10,36,7.9,2.9,37.6,0,2013,76.0,60.5%
1239,83,Jerricho Cotchery,CAR,32,WR,15,13,48,580,12.1,1,47,7.4,3.2,38.7,0,2014,78.0,61.5%
1240,25,Marques Colston,NOR,23,WR,14,12,70,1038,14.8,8,86,9.0,5.0,74.1,0,2006,115.0,60.9%
1241,8,Marques Colston,NOR,24,WR,16,14,98,1202,12.3,11,45,8.4,6.1,75.1,1,2007,143.0,68.5%
1242,72,Marques Colston,NOR,25,wr,11,6,47,760,16.2,5,70,8.6,4.3,69.1,1,2008,88.0,53.4%
1243,27,Marques Colston,NOR,26,WR,16,14,70,1074,15.3,9,68,10.0,4.4,67.1,2,2009,107.0,65.4%
1244,10,Marques Colston,NOR,27,WR,15,11,84,1023,12.2,7,43,7.8,5.6,68.2,0,2010,131.0,64.1%
1245,12,Marques Colston,NOR,28,wr,14,7,80,1143,14.3,8,50,10.7,5.7,81.6,1,2011,107.0,74.8%
1246,16,Marques Colston,NOR,29,WR,16,13,83,1154,13.9,10,60,8.9,5.2,72.1,4,2012,130.0,63.8%
1247,28,Marques Colston,NOR,30,WR,15,11,75,943,12.6,5,35,8.5,5.0,62.9,0,2013,111.0,67.6%
1248,58,Marques Colston,NOR,31,WR,16,13,59,902,15.3,5,57,9.0,3.7,56.4,1,2014,100.0,59.0%
1249,88,Marques Colston,NOR,32,wr,13,5,45,520,11.6,4,53,7.8,3.5,40.0,0,2015,67.0,67.2%
1250,32,Wes Welker,MIA,25,,16,2,67,687,10.3,1,38,6.9,4.2,42.9,3,2006,100.0,67.0%
1251,2,Wes Welker,NWE,26,WR,16,13,112,1175,10.5,8,42,8.1,7.0,73.4,3,2007,145.0,77.2%
1252,2,Wes Welker,NWE,27,WR,16,14,111,1165,10.5,3,64,7.8,6.9,72.8,1,2008,149.0,74.5%
1253,1,Wes Welker,NWE,28,WR,14,13,123,1348,11.0,4,58,8.3,8.8,96.3,2,2009,162.0,75.9%
1254,8,Wes Welker,NWE,29,WR,15,11,86,848,9.9,7,35,6.9,5.7,56.5,1,2010,123.0,69.9%
1255,1,Wes Welker,NWE,30,WR,16,15,122,1569,12.9,9,99,9.1,7.6,98.1,1,2011,173.0,70.5%
1256,3,Wes Welker,NWE,31,WR,16,12,118,1354,11.5,6,59,7.8,7.4,84.6,3,2012,174.0,67.8%
1257,33,Wes Welker,DEN,32,WR,13,13,73,778,10.7,10,33,7.0,5.6,59.8,1,2013,111.0,65.8%
1258,40,Reche Caldwell,NWE,27,WR,16,14,61,760,12.5,4,62,7.5,3.8,47.5,2,2006,102.0,59.8%
1259,45,Arnaz Battle,SFO,26,WR,16,15,59,686,11.6,3,56,8.1,3.7,42.9,2,2006,85.0,69.4%
1260,63,Arnaz Battle,SFO,27,WR,16,15,50,600,12.0,5,57,5.8,3.1,37.5,3,2007,104.0,48.1%
1261,59,Reggie Williams,JAX,23,WR,16,14,52,616,11.8,4,48,6.8,3.3,38.5,1,2006,91.0,57.1%
1262,104,Reggie Williams,JAX,24,wr,15,6,38,629,16.6,10,80,10.5,2.5,41.9,3,2007,60.0,63.3%
1263,60,Bernard Berrian,CHI,26,WR,15,14,51,775,15.2,6,62,7.6,3.4,51.7,2,2006,102.0,50.0%
1264,26,Bernard Berrian,CHI,27,WR,16,15,71,951,13.4,5,59,7.4,4.4,59.4,1,2007,128.0,55.5%
1265,68,Bernard Berrian,MIN,28,WR,16,13,48,964,20.1,7,99,10.1,3.0,60.3,1,2008,95.0,50.5%
1266,48,Bernard Berrian,MIN,29,WR,16,15,55,618,11.2,4,40,6.7,3.4,38.6,0,2009,92.0,59.8%
1267,62,Santonio Holmes,PIT,22,,16,4,49,824,16.8,2,67,9.6,3.1,51.5,5,2006,86.0,57.0%
1268,58,Santonio Holmes,PIT,23,WR,13,13,52,942,18.1,8,83,11.1,4.0,72.5,2,2007,85.0,61.2%
1269,52,Santonio Holmes,PIT,24,WR,15,15,55,821,14.9,5,48,7.2,3.7,54.7,4,2008,114.0,48.2%
1270,17,Santonio Holmes,PIT,25,WR,16,16,79,1248,15.8,5,57,9.0,4.9,78.0,0,2009,138.0,57.2%
1271,58,Santonio Holmes,NYJ,26,WR,12,10,52,746,14.3,6,52,7.8,4.3,62.2,2,2010,96.0,54.2%
1272,66,Santonio Holmes,NYJ,27,WR,16,16,51,654,12.8,8,38,6.5,3.2,40.9,2,2011,101.0,50.5%
1273,64,Ben Watson,NWE,26,TE,13,13,49,643,13.1,3,40,7.1,3.8,49.5,3,2006,91.0,53.8%
1274,26,Ben Watson,CLE,30,TE,16,16,68,763,11.2,3,44,7.5,4.3,47.7,0,2010,102.0,66.7%
1275,81,Ben Watson,CLE,32,TE,16,14,49,501,10.2,3,27,6.1,3.1,31.3,1,2012,82.0,59.8%
1276,31,Ben Watson,NOR,35,TE,16,16,74,825,11.1,6,46,7.5,4.6,51.6,1,2015,110.0,67.3%
1277,42,Ben Watson,BAL,37,TE,16,12,61,522,8.6,4,33,6.6,3.8,32.6,1,2017,79.0,77.2%
1278,74,D.J. Hackett,SEA,25,wr,14,5,45,610,13.6,4,47,9.2,3.2,43.6,0,2006,66.0,68.2%
1279,75,Greg Jennings,GNB,23,WR,14,11,45,632,14.0,3,75,6.1,3.2,45.1,1,2006,104.0,43.3%
1280,56,Greg Jennings,GNB,24,WR,13,13,53,920,17.4,12,82,11.0,4.1,70.8,1,2007,84.0,63.1%
1281,16,Greg Jennings,GNB,25,WR,16,15,80,1292,16.2,9,63,9.2,5.0,80.8,1,2008,140.0,57.1%
1282,31,Greg Jennings,GNB,26,WR,16,13,68,1113,16.4,4,83,9.4,4.3,69.6,0,2009,119.0,57.1%
1283,18,Greg Jennings,GNB,27,WR,16,16,76,1265,16.6,12,86,10.1,4.8,79.1,2,2010,125.0,60.8%
1284,33,Greg Jennings,GNB,28,WR,13,13,67,949,14.2,9,79,9.4,5.2,73.0,0,2011,101.0,66.3%
1285,39,Greg Jennings,MIN,30,WR,15,15,68,804,11.8,4,70,7.6,4.5,53.6,0,2013,106.0,64.2%
1286,59,Greg Jennings,MIN,31,WR,16,13,59,742,12.6,6,38,8.1,3.7,46.4,1,2014,92.0,64.1%
1287,81,Matt Jones,JAX,23,,14,4,41,643,15.7,4,49,8.5,2.9,45.9,1,2006,76.0,53.9%
1288,30,Matt Jones,JAX,25,WR,12,10,65,761,11.7,2,35,7.1,5.4,63.4,1,2008,107.0,60.7%
1289,96,Patrick Crayton,DAL,27,WR,16,7,36,516,14.3,4,53,10.8,2.3,32.3,1,2006,48.0,75.0%
1290,66,Patrick Crayton,DAL,28,WR,15,13,50,697,13.9,7,59,8.6,3.3,46.5,2,2007,81.0,61.7%
1291,97,Patrick Crayton,DAL,29,WR,16,7,39,550,14.1,4,55,7.9,2.4,34.4,1,2008,70.0,55.7%
1292,110,Patrick Crayton,DAL,30,wr,16,6,37,622,16.8,5,80,9.3,2.3,38.9,4,2009,67.0,55.2%
1293,152,Patrick Crayton,SDG,31,,9,2,28,514,18.4,1,49,12.2,3.1,57.1,0,2010,42.0,66.7%
1294,98,Chris Henry,CIN,23,,13,4,36,605,16.8,9,71,8.1,2.8,46.5,0,2006,75.0,48.0%
1295,104,Nate Washington,PIT,23,,16,2,35,624,17.8,4,49,9.0,2.2,39.0,0,2006,69.0,50.7%
1296,96,Nate Washington,PIT,25,,16,1,40,631,15.8,3,65,8.1,2.5,39.4,0,2008,78.0,51.3%
1297,79,Nate Washington,TEN,26,WR,16,15,47,569,12.1,6,35,6.0,2.9,35.6,1,2009,95.0,49.5%
1298,99,Nate Washington,TEN,27,WR,16,16,42,687,16.4,6,71,7.3,2.6,42.9,0,2010,94.0,44.7%
1299,23,Nate Washington,TEN,28,WR,16,15,74,1023,13.8,7,57,8.5,4.6,63.9,0,2011,121.0,61.2%
1300,84,Nate Washington,TEN,29,WR,16,14,46,746,16.2,4,71,8.4,2.9,46.6,1,2012,89.0,51.7%
1301,55,Nate Washington,TEN,30,WR,16,15,58,919,15.8,3,77,8.8,3.6,57.4,0,2013,105.0,55.2%
1302,104,Nate Washington,TEN,31,WR,16,11,40,647,16.2,2,80,9.0,2.5,40.4,0,2014,72.0,55.6%
1303,81,Nate Washington,HOU,32,WR,14,14,47,658,14.0,4,49,7.0,3.4,47.0,0,2015,94.0,50.0%
1304,116,Devery Henderson,NOR,24,wr,13,7,32,745,23.3,5,76,13.8,2.5,57.3,0,2006,54.0,59.3%
1305,127,Devery Henderson,NOR,26,WR,16,13,32,793,24.8,3,84,14.2,2.0,49.6,1,2008,56.0,57.1%
1306,63,Devery Henderson,NOR,27,WR,16,11,51,804,15.8,2,75,9.7,3.2,50.3,0,2009,83.0,61.4%
1307,130,Devery Henderson,NOR,29,WR,16,13,32,503,15.7,2,79,10.1,2.0,31.4,1,2011,50.0,64.0%
1308,124,Roddy White,ATL,25,wr,16,5,30,506,16.9,0,55,7.8,1.9,31.6,1,2006,65.0,46.2%
1309,16,Roddy White,ATL,26,WR,16,15,83,1202,14.5,6,69,8.8,5.2,75.1,3,2007,137.0,60.6%
1310,9,Roddy White,ATL,27,WR,16,15,88,1382,15.7,7,70,9.3,5.5,86.4,1,2008,148.0,59.5%
1311,10,Roddy White,ATL,28,WR,16,16,85,1153,13.6,11,90,7.0,5.3,72.1,1,2009,165.0,51.5%
1312,1,Roddy White,ATL,29,WR,16,16,115,1389,12.1,10,46,7.8,7.2,86.8,1,2010,179.0,64.2%
1313,2,Roddy White,ATL,30,WR,16,16,100,1296,13.0,8,43,7.2,6.3,81.0,0,2011,180.0,55.6%
1314,11,Roddy White,ATL,31,WR,16,15,92,1351,14.7,7,59,9.5,5.8,84.4,1,2012,142.0,64.8%
1315,48,Roddy White,ATL,32,WR,13,13,63,711,11.3,3,39,7.3,4.8,54.7,2,2013,97.0,64.9%
1316,23,Roddy White,ATL,33,WR,14,14,80,921,11.5,7,39,7.4,5.7,65.8,3,2014,125.0,64.0%
1317,96,Roddy White,ATL,34,WR,16,16,43,506,11.8,1,25,7.2,2.7,31.6,0,2015,70.0,61.4%
1318,5,Brandon Marshall,DEN,23,WR,16,16,102,1325,13.0,7,68,7.8,6.4,82.8,3,2007,170.0,60.0%
1319,3,Brandon Marshall,DEN,24,WR,15,15,104,1265,12.2,6,47,7.0,6.9,84.3,4,2008,181.0,57.5%
1320,4,Brandon Marshall,DEN,25,WR,15,13,101,1120,11.1,10,75,7.3,6.7,74.7,0,2009,154.0,65.6%
1321,7,Brandon Marshall,MIA,26,WR,14,14,86,1014,11.8,3,46,6.9,6.1,72.4,2,2010,146.0,58.9%
1322,11,Brandon Marshall,MIA,27,WR,16,16,81,1214,15.0,6,65,8.6,5.1,75.9,1,2011,141.0,57.4%
1323,2,Brandon Marshall,CHI,28,WR,16,16,118,1508,12.8,11,56,7.9,7.4,94.3,2,2012,192.0,61.5%
1324,5,Brandon Marshall,CHI,29,WR,16,16,100,1295,13.0,12,44,7.9,6.3,80.9,0,2013,164.0,61.0%
1325,56,Brandon Marshall,CHI,30,WR,13,13,61,721,11.8,8,47,6.8,4.7,55.5,1,2014,106.0,57.5%
1326,6,Brandon Marshall,NYJ,31,WR,16,16,109,1502,13.8,14,69,8.7,6.8,93.9,3,2015,173.0,63.0%
1327,58,Brandon Marshall,NYJ,32,WR,15,15,59,788,13.4,3,41,6.2,3.9,52.5,0,2016,128.0,46.1%
1328,29,Dwayne Bowe,KAN,23,WR,16,15,70,995,14.2,5,58,8.6,4.4,62.2,0,2007,116.0,60.3%
1329,10,Dwayne Bowe,KAN,24,WR,16,16,86,1022,11.9,7,36,6.5,5.4,63.9,0,2008,157.0,54.8%
1330,75,Dwayne Bowe,KAN,25,WR,11,9,47,589,12.5,4,41,6.8,4.3,53.5,1,2009,87.0,54.0%
1331,19,Dwayne Bowe,KAN,26,WR,16,16,72,1162,16.1,15,75,8.7,4.5,72.6,1,2010,133.0,54.1%
1332,10,Dwayne Bowe,KAN,27,WR,16,14,81,1159,14.3,5,52,8.2,5.1,72.4,1,2011,142.0,57.0%
1333,49,Dwayne Bowe,KAN,28,WR,13,12,59,801,13.6,3,47,7.0,4.5,61.6,1,2012,114.0,51.8%
1334,56,Dwayne Bowe,KAN,29,WR,15,15,57,673,11.8,5,34,6.5,3.8,44.9,0,2013,103.0,55.3%
1335,57,Dwayne Bowe,KAN,30,WR,15,15,60,754,12.6,0,37,7.9,4.0,50.3,2,2014,95.0,63.2%
1336,33,Kevin Walter,HOU,26,WR,16,15,65,800,12.3,4,46,7.5,4.1,50.0,0,2007,106.0,61.3%
1337,40,Kevin Walter,HOU,27,WR,16,16,60,899,15.0,8,61,9.5,3.8,56.2,0,2008,95.0,63.2%
1338,57,Kevin Walter,HOU,28,WR,14,14,53,611,11.5,2,41,8.7,3.8,43.6,0,2009,70.0,75.7%
1339,66,Kevin Walter,HOU,29,WR,16,16,51,621,12.2,5,35,7.8,3.2,38.8,0,2010,80.0,63.8%
1340,110,Kevin Walter,HOU,31,WR,16,14,41,518,12.6,2,52,7.6,2.6,32.4,0,2012,68.0,60.3%
1341,35,Owen Daniels,HOU,25,TE,16,16,63,768,12.2,3,29,8.2,3.9,48.0,4,2007,94.0,67.0%
1342,27,Owen Daniels,HOU,26,TE,16,16,70,862,12.3,2,35,8.5,4.4,53.9,2,2008,101.0,69.3%
1343,102,Owen Daniels,HOU,27,TE,8,8,40,519,13.0,5,44,8.9,5.0,64.9,1,2009,58.0,69.0%
1344,53,Owen Daniels,HOU,29,TE,15,15,54,677,12.5,3,34,8.0,3.6,45.1,0,2011,85.0,63.5%
1345,42,Owen Daniels,HOU,30,TE,15,14,62,716,11.5,6,39,6.9,4.1,47.7,0,2012,104.0,59.6%
1346,84,Owen Daniels,BAL,32,TE,15,13,48,527,11.0,4,39,6.7,3.2,35.1,0,2014,79.0,60.8%
1347,83,Owen Daniels,DEN,33,TE,16,16,46,517,11.2,3,37,6.7,2.9,32.3,0,2015,77.0,59.7%
1348,43,Dallas Clark,IND,28,TE,15,15,58,616,10.6,11,39,6.1,3.9,41.1,0,2007,101.0,57.4%
1349,23,Dallas Clark,IND,29,TE,15,15,77,848,11.0,6,33,7.9,5.1,56.5,2,2008,107.0,72.0%
1350,5,Dallas Clark,IND,30,TE,16,16,100,1106,11.1,10,80,8.3,6.3,69.1,1,2009,133.0,75.2%
1351,50,Justin Gage,TEN,26,wr,16,8,55,750,13.6,2,73,8.8,3.4,46.9,1,2007,85.0,64.7%
1352,114,Justin Gage,TEN,27,WR,12,11,34,651,19.1,6,56,8.8,2.8,54.3,0,2008,74.0,45.9%
1353,51,Roydell Williams,TEN,26,WR,16,14,55,719,13.1,4,48,7.7,3.4,44.9,0,2007,93.0,59.1%
1354,53,Bobby Wade,MIN,26,WR,16,12,54,647,12.0,3,40,7.7,3.4,40.4,3,2007,84.0,64.3%
1355,59,Bobby Wade,MIN,27,WR,16,14,53,645,12.2,2,59,7.2,3.3,40.3,2,2008,89.0,59.6%
1356,57,Vernon Davis,SFO,23,TE,14,14,52,509,9.8,4,31,6.0,3.7,36.4,1,2007,85.0,61.2%
1357,19,Vernon Davis,SFO,25,TE,16,16,78,965,12.4,13,73,7.5,4.9,60.3,0,2009,128.0,60.9%
1358,51,Vernon Davis,SFO,26,TE,16,16,56,914,16.3,7,66,9.8,3.5,57.1,0,2010,93.0,60.2%
1359,32,Vernon Davis,SFO,27,TE,16,16,67,792,11.8,6,44,8.3,4.2,49.5,3,2011,95.0,70.5%
1360,104,Vernon Davis,SFO,28,TE,16,16,41,548,13.4,5,53,9.0,2.6,34.3,0,2012,61.0,67.2%
1361,66,Vernon Davis,SFO,29,TE,15,15,52,850,16.3,13,64,10.1,3.5,56.7,1,2013,84.0,61.9%
1362,98,Vernon Davis,WAS,32,TE,16,14,44,583,13.3,2,44,9.9,2.8,36.4,0,2016,59.0,74.6%
1363,90,Vernon Davis,WAS,33,TE,16,16,43,648,15.1,3,69,9.4,2.7,40.5,2,2017,69.0,62.3%
1364,70,Tony Scheffler,DEN,24,te,16,7,49,549,11.2,5,41,8.4,3.1,34.3,1,2007,65.0,75.4%
1365,95,Tony Scheffler,DEN,25,TE,13,7,40,645,16.1,3,72,10.6,3.1,49.6,1,2008,61.0,65.6%
1366,103,Tony Scheffler,DET,29,,15,4,42,504,12.0,1,57,5.9,2.8,33.6,0,2012,85.0,49.4%
1367,72,Calvin Johnson,DET,22,WR,15,10,48,756,15.8,4,49,8.1,3.2,50.4,1,2007,93.0,51.6%
1368,20,Calvin Johnson,DET,23,WR,16,16,78,1331,17.1,12,96,8.9,4.9,83.2,3,2008,150.0,52.0%
1369,32,Calvin Johnson,DET,24,WR,14,14,67,984,14.7,5,75,7.2,4.8,70.3,3,2009,137.0,48.9%
1370,16,Calvin Johnson,DET,25,WR,15,15,77,1120,14.5,12,87,8.2,5.1,74.7,1,2010,137.0,56.2%
1371,4,Calvin Johnson,DET,26,WR,16,16,96,1681,17.5,16,73,10.6,6.0,105.1,1,2011,158.0,60.8%
1372,1,Calvin Johnson,DET,27,WR,16,16,122,1964,16.1,5,53,9.6,7.6,122.8,3,2012,204.0,59.8%
1373,17,Calvin Johnson,DET,28,WR,14,14,84,1492,17.8,12,87,9.6,6.0,106.6,1,2013,156.0,53.8%
1374,31,Calvin Johnson,DET,29,WR,13,13,71,1077,15.2,8,67,8.4,5.5,82.8,0,2014,128.0,55.5%
1375,11,Calvin Johnson,DET,30,WR,16,16,88,1214,13.8,9,57,8.1,5.5,75.9,1,2015,149.0,59.1%
1376,74,Donald Lee,GNB,27,TE,15,12,48,575,12.0,6,60,9.1,3.2,38.3,1,2007,63.0,76.2%
1377,77,Heath Miller,PIT,25,TE,16,16,47,566,12.0,7,29,9.3,2.9,35.4,0,2007,61.0,77.0%
1378,70,Heath Miller,PIT,26,TE,14,14,48,514,10.7,3,22,7.8,3.4,36.7,1,2008,66.0,72.7%
