,Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,Tgt,Ctch%
217,32,Calvin Williams,PHI,28,WR,16,15,63,768,12.2,2,37,6.9,3.9,48.0,2,1995,111.0,56.8%
218,72,Anthony Carter,MIN,32,WR,16,14,41,580,14.1,2,54,7.3,2.6,36.3,1,1992,80.0,51.3%
219,36,Anthony Carter,MIN,33,WR,15,14,60,775,12.9,5,39,7.2,4.0,51.7,1,1993,107.0,56.1%
220,77,Flipper Anderson,RAM,27,WR,15,9,38,657,17.3,7,51,8.3,2.5,43.8,1,1992,79.0,48.1%
221,89,Flipper Anderson,RAM,28,WR,15,15,37,552,14.9,4,56,6.1,2.5,36.8,0,1993,91.0,40.7%
222,66,Flipper Anderson,RAM,29,WR,16,16,46,945,20.5,5,72,9.4,2.9,59.1,0,1994,101.0,45.5%
223,78,Ernie Jones,PHO,28,wr,11,5,38,559,14.7,4,72,7.7,3.5,50.8,0,1992,73.0,52.1%
224,80,Mike Sherrard,SFO,29,wr,16,8,38,607,16.0,0,56,10.5,2.4,37.9,1,1992,58.0,65.5%
225,43,Mike Sherrard,NYG,31,WR,16,14,53,825,15.6,6,55,8.1,3.3,51.6,0,1994,102.0,52.0%
226,79,Mike Sherrard,NYG,32,WR,13,13,44,577,13.1,4,57,6.7,3.4,44.4,2,1995,86.0,51.2%
227,82,Willie Davis,KAN,25,WR,16,14,36,756,21.0,3,74,11.5,2.3,47.3,0,1992,66.0,54.5%
228,50,Willie Davis,KAN,26,WR,16,15,52,909,17.5,7,66,9.0,3.3,56.8,0,1993,101.0,51.5%
229,47,Willie Davis,KAN,27,WR,14,13,51,822,16.1,5,62,8.5,3.6,58.7,1,1994,97.0,52.6%
230,118,Willie Davis,KAN,28,WR,16,16,33,527,16.0,5,60,6.9,2.1,32.9,0,1995,76.0,43.4%
231,66,Willie Davis,TEN,30,WR,16,15,43,564,13.1,4,46,6.3,2.7,35.3,0,1997,89.0,48.3%
232,84,Alvin Harper,DAL,24,WR,16,13,35,562,16.1,4,52,7.3,2.2,35.1,1,1992,77.0,45.5%
233,92,Alvin Harper,DAL,25,WR,16,15,36,777,21.6,5,80,11.6,2.3,48.6,1,1993,67.0,53.7%
234,112,Alvin Harper,DAL,26,WR,16,14,33,821,24.9,8,90,10.4,2.1,51.3,2,1994,79.0,41.8%
235,73,Alvin Harper,TAM,27,WR,13,12,46,633,13.8,2,49,6.1,3.5,48.7,0,1995,103.0,44.7%
236,89,Nate Lewis,SDG,26,WR,15,7,34,580,17.1,4,62,9.1,2.3,38.7,1,1992,64.0,53.1%
237,92,Dwight Stone,PIT,28,WR,15,12,34,501,14.7,3,49,7.4,2.3,33.4,0,1992,68.0,50.0%
238,76,Dwight Stone,PIT,29,WR,16,15,41,587,14.3,2,44,7.2,2.6,36.7,2,1993,81.0,50.6%
239,95,Don Beebe,BUF,28,WR,12,8,33,554,16.8,2,65,9.6,2.8,46.2,1,1992,58.0,56.9%
240,107,Don Beebe,BUF,29,WR,14,14,31,504,16.3,3,65,7.9,2.2,36.0,1,1993,64.0,48.4%
241,89,Don Beebe,BUF,30,WR,13,11,40,527,13.2,4,72,7.1,3.1,40.5,3,1994,74.0,54.1%
242,86,Don Beebe,GNB,32,wr,16,6,39,699,17.9,4,80,9.2,2.4,43.7,1,1996,76.0,51.3%
243,96,Willie Green,DET,26,WR,15,13,33,586,17.8,5,73,7.5,2.2,39.1,1,1992,78.0,42.3%
244,71,Willie Green,CAR,29,wr,16,7,47,882,18.8,6,89,9.5,2.9,55.1,1,1995,93.0,50.5%
245,68,Willie Green,CAR,30,WR,15,10,46,614,13.3,3,50,8.2,3.1,40.9,0,1996,75.0,61.3%
246,98,Tony Martin,MIA,27,,16,3,33,553,16.8,2,55,8.5,2.1,34.6,2,1992,65.0,50.8%
247,53,Tony Martin,SDG,29,,16,1,50,885,17.7,7,99,9.8,3.1,55.3,2,1994,90.0,55.6%
248,11,Tony Martin,SDG,30,WR,16,16,90,1224,13.6,6,51,7.4,5.6,76.5,3,1995,165.0,54.5%
249,10,Tony Martin,SDG,31,WR,16,16,85,1171,13.8,14,55,7.0,5.3,73.2,0,1996,167.0,50.9%
250,28,Tony Martin,SDG,32,WR,16,16,63,904,14.3,6,72,6.2,3.9,56.5,0,1997,146.0,43.2%
251,26,Tony Martin,ATL,33,WR,16,16,66,1181,17.9,6,62,9.0,4.1,73.8,0,1998,131.0,50.4%
252,31,Tony Martin,MIA,34,WR,16,13,67,1037,15.5,5,69,8.9,4.2,64.8,0,1999,117.0,57.3%
253,93,Tony Martin,ATL,36,WR,11,9,37,548,14.8,3,63,7.1,3.4,49.8,0,2001,77.0,48.1%
254,103,Quinn Early,NOR,27,WR,16,16,30,566,18.9,5,59,8.8,1.9,35.4,0,1992,64.0,46.9%
255,58,Quinn Early,NOR,28,WR,16,15,45,670,14.9,6,63,9.2,2.8,41.9,1,1993,73.0,61.6%
256,10,Quinn Early,NOR,29,WR,16,13,82,894,10.9,4,33,7.2,5.1,55.9,0,1994,125.0,65.6%
257,17,Quinn Early,NOR,30,WR,16,15,81,1087,13.4,8,70,8.1,5.1,67.9,1,1995,134.0,60.4%
258,57,Quinn Early,BUF,31,WR,16,13,50,798,16.0,4,95,8.8,3.1,49.9,0,1996,91.0,54.9%
259,33,Quinn Early,BUF,32,WR,16,16,60,853,14.2,5,45,7.0,3.8,53.3,0,1997,122.0,49.2%
260,116,Willie Gault,RAI,32,WR,16,16,27,508,18.8,4,53,6.7,1.7,31.8,0,1992,76.0,35.5%
261,9,Brian Blades,SEA,28,WR,16,14,80,945,11.8,3,41,6.6,5.0,59.1,1,1993,144.0,55.6%
262,11,Brian Blades,SEA,29,WR,16,16,81,1086,13.4,4,45,7.9,5.1,67.9,1,1994,138.0,58.7%
263,19,Brian Blades,SEA,30,WR,16,16,77,1001,13.0,4,49,7.6,4.8,62.6,0,1995,132.0,58.3%
264,75,Brian Blades,SEA,31,WR,11,9,43,556,12.9,2,80,7.9,3.9,50.5,1,1996,70.0,61.4%
265,11,Webster Slaughter,HOU,29,WR,14,14,77,904,11.7,5,41,7.4,5.5,64.6,4,1993,122.0,63.1%
266,27,Webster Slaughter,HOU,30,WR,16,12,68,846,12.4,2,57,6.7,4.3,52.9,2,1994,127.0,53.5%
267,116,Webster Slaughter,KAN,31,wr,16,7,34,514,15.1,4,38,6.9,2.1,32.1,0,1995,75.0,45.3%
268,19,Pete Metzelaars,BUF,33,TE,16,16,68,609,9.0,4,51,6.4,4.3,38.1,1,1993,95.0,71.6%
269,21,Larry Centers,PHO,25,FB,16,9,66,603,9.1,3,29,7.0,4.1,37.7,1,1993,86.0,76.7%
270,17,Larry Centers,ARI,26,fb,16,5,77,647,8.4,2,36,6.7,4.8,40.4,2,1994,96.0,80.2%
271,9,Larry Centers,ARI,27,FB,16,10,101,962,9.5,2,32,8.1,6.3,60.1,2,1995,119.0,84.9%
272,4,Larry Centers,ARI,28,FB,16,14,99,766,7.7,7,39,5.9,6.2,47.9,1,1996,130.0,76.2%
273,16,Larry Centers,ARI,30,FB,16,12,69,559,8.1,2,54,5.9,4.3,34.9,1,1998,94.0,73.4%
274,26,Larry Centers,WAS,31,FB,16,12,69,544,7.9,3,33,6.0,4.3,34.0,2,1999,90.0,76.7%
275,16,Larry Centers,WAS,32,fb,15,6,81,600,7.4,3,26,6.5,5.4,40.0,1,2000,93.0,87.1%
276,19,Larry Centers,BUF,33,FB,16,13,80,620,7.8,2,26,5.9,5.0,38.8,2,2001,105.0,76.2%
277,29,Eric Green,PIT,26,TE,16,16,63,942,15.0,5,71,8.3,3.9,58.9,3,1993,113.0,55.8%
278,69,Eric Green,PIT,27,TE,15,14,46,618,13.4,4,46,7.7,3.1,41.2,2,1994,80.0,57.5%
279,26,Eric Green,BAL,30,TE,16,15,65,601,9.2,5,37,6.0,4.1,37.6,1,1997,100.0,65.0%
280,31,Courtney Hawkins,TAM,24,WR,16,12,62,933,15.0,5,67,8.6,3.9,58.3,2,1993,109.0,56.9%
281,69,Courtney Hawkins,TAM,27,WR,16,16,46,544,11.8,1,45,5.8,2.9,34.0,1,1996,94.0,48.9%
282,62,Courtney Hawkins,PIT,28,,15,3,45,555,12.3,3,44,8.0,3.0,37.0,1,1997,69.0,65.2%
283,25,Courtney Hawkins,PIT,29,WR,15,14,66,751,11.4,1,53,7.0,4.4,50.1,1,1998,108.0,61.1%
284,35,Bill Brooks,BUF,29,WR,16,13,60,714,11.9,5,32,8.5,3.8,44.6,0,1993,84.0,71.4%
285,55,Bill Brooks,BUF,31,WR,15,10,53,763,14.4,11,51,8.7,3.5,50.9,0,1995,88.0,60.2%
286,42,Kelvin Martin,SEA,28,WR,16,14,57,798,14.0,5,53,8.7,3.6,49.9,1,1993,92.0,62.0%
287,41,Kelvin Martin,SEA,29,WR,16,15,56,681,12.2,1,32,5.0,3.5,42.6,2,1994,135.0,41.5%
288,44,Steve Jordan,MIN,32,TE,14,12,56,542,9.7,1,53,7.4,4.0,38.7,0,1993,73.0,76.7%
289,45,Jeff Query,CIN,26,WR,16,16,56,654,11.7,4,51,5.8,3.5,40.9,1,1993,112.0,50.0%
290,46,John Taylor,SFO,31,WR,16,16,56,940,16.8,5,76,12.7,3.5,58.8,1,1993,74.0,75.7%
291,87,John Taylor,SFO,32,WR,15,15,41,531,13.0,5,35,8.3,2.7,35.4,1,1994,64.0,64.1%
292,49,Ben Coates,NWE,24,TE,16,10,53,659,12.4,8,54,7.1,3.3,41.2,0,1993,93.0,57.0%
293,4,Ben Coates,NWE,25,TE,16,16,96,1174,12.2,7,62,7.9,6.0,73.4,2,1994,148.0,64.9%
294,15,Ben Coates,NWE,26,TE,16,15,84,915,10.9,6,35,6.7,5.3,57.2,4,1995,137.0,61.3%
295,31,Ben Coates,NWE,27,TE,16,15,62,682,11.0,9,84,6.8,3.9,42.6,1,1996,100.0,62.0%
296,23,Ben Coates,NWE,28,TE,16,16,66,737,11.2,8,35,7.5,4.1,46.1,0,1997,98.0,67.3%
297,21,Ben Coates,NWE,29,TE,14,14,67,668,10.0,6,33,7.0,4.8,47.7,0,1998,95.0,70.5%
298,57,Vincent Brisby,NWE,22,WR,16,12,45,626,13.9,2,39,6.0,2.8,39.1,1,1993,105.0,42.9%
299,35,Vincent Brisby,NWE,23,WR,14,11,58,904,15.6,5,43,7.4,4.1,64.6,1,1994,122.0,47.5%
300,25,Vincent Brisby,NWE,24,WR,16,16,66,974,14.8,3,72,6.1,4.1,60.9,0,1995,159.0,41.5%
301,61,Tony McGee,CIN,22,TE,15,15,44,525,11.9,0,37,7.5,2.9,35.0,1,1993,70.0,62.9%
302,52,Tony McGee,CIN,24,TE,16,16,55,754,13.7,4,41,8.2,3.4,47.1,2,1995,92.0,59.8%
303,63,Derek Russell,DEN,24,WR,13,12,44,719,16.3,3,43,10.1,3.4,55.3,1,1993,71.0,62.0%
304,69,Carl Pickens,CIN,23,WR,13,12,43,565,13.1,6,36,5.7,3.3,43.5,1,1993,99.0,43.4%
305,24,Carl Pickens,CIN,24,WR,15,15,71,1127,15.9,11,70,8.5,4.7,75.1,1,1994,132.0,53.8%
306,10,Carl Pickens,CIN,25,WR,16,16,99,1234,12.5,17,68,7.3,6.2,77.1,1,1995,168.0,58.9%
307,3,Carl Pickens,CIN,26,WR,16,16,100,1180,11.8,12,61,6.8,6.3,73.8,0,1996,174.0,57.5%
308,48,Carl Pickens,CIN,27,WR,12,12,52,695,13.4,5,50,7.3,4.3,57.9,1,1997,95.0,54.7%
309,8,Carl Pickens,CIN,28,WR,16,16,82,1023,12.5,5,67,6.6,5.1,63.9,2,1998,154.0,53.2%
310,51,Carl Pickens,CIN,29,WR,16,14,57,737,12.9,6,75,6.9,3.6,46.1,1,1999,107.0,53.3%
311,71,Michael Timpson,NWE,26,wr,16,7,42,654,15.6,2,48,7.2,2.6,40.9,1,1993,91.0,46.2%
312,21,Michael Timpson,NWE,27,WR,15,14,74,941,12.7,3,37,7.5,4.9,62.7,0,1994,125.0,59.2%
313,32,Michael Timpson,CHI,29,WR,15,15,62,802,12.9,0,49,7.4,4.1,53.5,2,1996,109.0,56.9%
314,72,Victor Bailey,PHI,23,WR,16,10,41,545,13.3,1,58,7.0,2.6,34.1,0,1993,78.0,52.6%
315,81,Tim McGee,WAS,29,WR,13,12,39,500,12.8,3,54,7.1,3.0,38.5,0,1993,70.0,55.7%
316,82,Johnny Mitchell,NYJ,22,TE,14,14,39,630,16.2,6,65,8.6,2.8,45.0,0,1993,73.0,53.4%
317,38,Johnny Mitchell,NYJ,23,TE,16,14,58,749,12.9,4,55,6.7,3.6,46.8,1,1994,111.0,52.3%
318,93,Vance Johnson,DEN,30,wr,10,8,36,517,14.4,5,56,9.8,3.6,51.7,0,1993,53.0,67.9%
319,95,Chris Calloway,NYG,25,WR,16,9,35,513,14.7,3,47,9.2,2.2,32.1,0,1993,56.0,62.5%
320,80,Chris Calloway,NYG,26,WR,16,14,43,666,15.5,2,51,7.8,2.7,41.6,1,1994,85.0,50.6%
321,47,Chris Calloway,NYG,27,WR,16,15,56,796,14.2,3,49,7.7,3.5,49.8,0,1995,104.0,53.8%
322,50,Chris Calloway,NYG,28,WR,16,15,53,739,13.9,4,36,6.8,3.3,46.2,1,1996,109.0,48.6%
323,37,Chris Calloway,NYG,29,WR,16,16,58,849,14.6,8,68,8.7,3.6,53.1,0,1997,98.0,59.2%
324,38,Chris Calloway,NYG,30,WR,16,16,62,812,13.1,6,36,6.8,3.9,50.8,1,1998,119.0,52.1%
325,102,James Jett,RAI,23,,16,1,33,771,23.4,3,74,9.9,2.1,48.2,1,1993,78.0,42.3%
326,76,James Jett,OAK,26,WR,16,16,43,601,14.0,4,58,7.2,2.7,37.6,0,1996,84.0,51.2%
327,57,James Jett,OAK,27,WR,16,16,46,804,17.5,12,56,8.0,2.9,50.3,2,1997,101.0,45.5%
328,61,James Jett,OAK,28,WR,16,16,45,882,19.6,6,75,10.0,2.8,55.1,0,1998,88.0,51.1%
329,85,James Jett,OAK,29,WR,16,11,39,552,14.2,2,43,7.0,2.4,34.5,0,1999,79.0,49.4%
330,110,Horace Copeland,TAM,22,WR,14,8,30,633,21.1,4,67,9.4,2.1,45.2,0,1993,67.0,44.8%
331,110,Horace Copeland,TAM,24,wr,15,7,35,605,17.3,2,64,9.6,2.3,40.3,0,1995,63.0,55.6%
332,3,Terance Mathis,ATL,27,WR,16,16,111,1342,12.1,11,81,8.9,6.9,83.9,0,1994,151.0,73.5%
333,18,Terance Mathis,ATL,28,WR,14,12,78,1039,13.3,9,54,8.8,5.6,74.2,1,1995,118.0,66.1%
334,23,Terance Mathis,ATL,29,WR,16,16,69,771,11.2,7,55,6.8,4.3,48.2,0,1996,114.0,60.5%
335,30,Terance Mathis,ATL,30,WR,16,16,62,802,12.9,6,49,7.4,3.9,50.1,0,1997,109.0,56.9%
336,32,Terance Mathis,ATL,31,WR,16,16,64,1136,17.8,11,78,10.0,4.0,71.0,0,1998,114.0,56.1%
337,11,Terance Mathis,ATL,32,WR,16,16,81,1016,12.5,6,52,6.6,5.1,63.5,0,1999,154.0,52.6%
338,48,Terance Mathis,ATL,33,WR,16,16,57,679,11.9,5,44,5.5,3.6,42.4,1,2000,124.0,46.0%
339,65,Terance Mathis,ATL,34,WR,16,16,51,564,11.1,2,34,5.4,3.2,35.3,0,2001,105.0,48.6%
340,9,Jake Reed,MIN,27,WR,16,16,85,1175,13.8,4,59,7.3,5.3,73.4,3,1994,161.0,52.8%
341,21,Jake Reed,MIN,28,WR,16,16,72,1167,16.2,9,55,8.2,4.5,72.9,1,1995,142.0,50.7%
342,21,Jake Reed,MIN,29,WR,16,15,72,1320,18.3,7,82,10.5,4.5,82.5,0,1996,126.0,57.1%
343,22,Jake Reed,MIN,30,WR,16,16,68,1138,16.7,6,56,9.6,4.3,71.1,0,1997,118.0,57.6%
344,71,Jake Reed,MIN,32,WR,16,8,44,643,14.6,2,50,8.2,2.8,40.2,0,1999,78.0,56.4%
345,19,Glyn Milburn,DEN,23,rb,16,3,77,549,7.1,3,33,5.2,4.8,34.3,4,1994,106.0,72.6%
346,28,Kimble Anders,KAN,28,FB,16,13,67,525,7.8,1,30,5.6,4.2,32.8,1,1994,93.0,72.0%
347,35,Kimble Anders,KAN,30,FB,16,15,60,529,8.8,2,45,6.0,3.8,33.1,0,1996,88.0,68.2%
348,34,Johnny Bailey,RAM,27,,14,0,58,516,8.9,0,28,7.7,4.1,36.9,2,1994,67.0,86.6%
349,36,Robert Brooks,GNB,24,WR,16,16,58,648,11.2,4,35,7.0,3.6,40.5,4,1994,92.0,63.0%
350,8,Robert Brooks,GNB,25,WR,16,16,102,1497,14.7,13,99,9.0,6.4,93.6,0,1995,167.0,61.1%
351,32,Robert Brooks,GNB,27,WR,15,15,60,1010,16.8,7,48,8.6,4.0,67.3,0,1997,118.0,50.8%
352,39,Mark Seay,SDG,27,WR,16,14,58,645,11.1,6,49,6.0,3.6,40.3,0,1994,108.0,53.7%
353,75,Mark Seay,SDG,28,,16,0,45,537,11.9,3,38,7.7,2.8,33.6,0,1995,70.0,64.3%
354,45,Floyd Turner,IND,28,WR,16,16,52,593,11.4,6,28,6.8,3.3,37.1,1,1994,87.0,59.8%
355,100,Floyd Turner,BAL,32,,16,3,32,512,16.0,5,66,9.0,2.0,32.0,0,1998,57.0,56.1%
356,48,Sean Dawkins,IND,23,WR,16,16,51,742,14.5,5,49,7.5,3.2,46.4,1,1994,99.0,51.5%
357,57,Sean Dawkins,IND,24,WR,16,13,52,784,15.1,3,52,9.3,3.3,49.0,1,1995,84.0,61.9%
358,46,Sean Dawkins,IND,25,WR,15,14,54,751,13.9,1,42,8.3,3.6,50.1,1,1996,91.0,59.3%
359,21,Sean Dawkins,IND,26,WR,14,12,68,804,11.8,2,51,7.2,4.9,57.4,0,1997,111.0,61.3%
360,48,Sean Dawkins,NOR,27,WR,15,15,53,823,15.5,1,64,7.8,3.5,54.9,2,1998,106.0,50.0%
361,47,Sean Dawkins,SEA,28,WR,16,13,58,992,17.1,7,45,8.7,3.6,62.0,1,1999,114.0,50.9%
362,39,Sean Dawkins,SEA,29,WR,16,16,63,731,11.6,5,40,7.2,3.9,45.7,0,2000,102.0,61.8%
363,60,Torrance Small,NOR,24,,16,0,49,719,14.7,5,75,9.7,3.1,44.9,0,1994,74.0,66.2%
364,60,Torrance Small,NOR,26,WR,16,13,50,558,11.2,2,41,6.3,3.1,34.9,1,1996,89.0,56.2%
365,62,Torrance Small,IND,28,,16,4,45,681,15.1,7,53,7.8,2.8,42.6,0,1998,87.0,51.7%
366,60,Torrance Small,PHI,29,WR,15,15,49,655,13.4,4,84,6.6,3.3,43.7,0,1999,99.0,49.5%
367,86,Torrance Small,PHI,30,WR,14,14,40,569,14.2,3,70,6.1,2.9,40.6,0,2000,94.0,42.6%
368,61,Derrick Alexander,CLE,23,WR,14,12,48,828,17.3,2,81,10.1,3.4,59.1,2,1994,82.0,58.5%
369,30,Derrick Alexander,BAL,25,WR,15,14,62,1099,17.7,9,64,10.3,4.1,73.3,0,1996,107.0,57.9%
370,24,Derrick Alexander,BAL,26,WR,15,13,65,1009,15.5,9,92,8.1,4.3,67.3,1,1997,124.0,52.4%
371,45,Derrick Alexander,KAN,27,WR,15,14,54,992,18.4,4,65,9.3,3.6,66.1,0,1998,107.0,50.5%
372,55,Derrick Alexander,KAN,28,WR,16,15,54,832,15.4,2,86,8.1,3.4,52.0,0,1999,103.0,52.4%
373,19,Derrick Alexander,KAN,29,WR,16,16,78,1391,17.8,10,81,9.7,4.9,86.9,0,2000,144.0,54.2%
374,68,Bert Emanuel,ATL,24,WR,16,16,46,649,14.1,4,85,6.8,2.9,40.6,0,1994,96.0,47.9%
375,20,Bert Emanuel,ATL,25,WR,16,16,74,1039,14.0,5,52,7.6,4.6,64.9,2,1995,137.0,54.0%
376,18,Bert Emanuel,ATL,26,WR,14,13,75,921,12.3,6,53,7.5,5.4,65.8,0,1996,123.0,61.0%
377,25,Bert Emanuel,ATL,27,WR,16,16,65,991,15.2,9,56,7.1,4.1,61.9,2,1997,140.0,46.4%
378,74,Bert Emanuel,TAM,28,WR,11,11,41,636,15.5,2,62,6.6,3.7,57.8,0,1998,97.0,42.3%
379,71,Darnay Scott,CIN,22,WR,16,12,46,866,18.8,5,76,8.2,2.9,54.1,0,1994,106.0,43.4%
380,60,Darnay Scott,CIN,23,WR,16,16,52,821,15.8,5,88,7.5,3.3,51.3,0,1995,109.0,47.7%
381,39,Darnay Scott,CIN,24,WR,16,16,58,833,14.4,5,50,7.2,3.6,52.1,0,1996,115.0,50.4%
382,46,Darnay Scott,CIN,25,WR,16,15,54,797,14.8,5,77,8.2,3.4,49.8,0,1997,97.0,55.7%
383,52,Darnay Scott,CIN,26,WR,13,13,51,817,16.0,7,70,9.3,3.9,62.8,0,1998,88.0,58.0%
384,30,Darnay Scott,CIN,27,WR,16,16,68,1022,15.0,7,76,8.3,4.3,63.9,0,1999,123.0,55.3%
385,46,Darnay Scott,CIN,29,WR,16,15,57,819,14.4,2,49,8.0,3.6,51.2,0,2001,103.0,55.3%
386,74,Qadry Ismail,MIN,24,,16,3,45,696,15.5,5,65,8.5,2.8,43.5,2,1994,82.0,54.9%
387,121,Qadry Ismail,MIN,25,,16,1,32,597,18.7,3,85,11.1,2.0,37.3,3,1995,54.0,59.3%
388,29,Qadry Ismail,BAL,29,WR,16,16,68,1105,16.3,6,76,7.9,4.3,69.1,2,1999,140.0,48.6%
389,69,Qadry Ismail,BAL,30,WR,15,13,49,655,13.4,5,53,6.9,3.3,43.7,0,2000,95.0,51.6%
390,21,Qadry Ismail,BAL,31,WR,16,15,74,1059,14.3,7,77,7.9,4.6,66.2,1,2001,134.0,55.2%
391,81,Shawn Jefferson,SDG,25,WR,16,16,43,627,14.6,3,52,7.2,2.7,39.2,0,1994,87.0,49.4%
392,66,Shawn Jefferson,SDG,26,WR,16,15,48,621,12.9,2,45,6.1,3.0,38.8,0,1995,101.0,47.5%
393,59,Shawn Jefferson,NWE,27,WR,15,15,50,771,15.4,4,42,8.4,3.3,51.4,2,1996,92.0,54.3%
394,45,Shawn Jefferson,NWE,28,WR,16,14,54,841,15.6,2,76,9.0,3.4,52.6,2,1997,93.0,58.1%
395,93,Shawn Jefferson,NWE,29,WR,16,16,34,771,22.7,2,61,9.8,2.1,48.2,0,1998,79.0,43.0%
396,81,Shawn Jefferson,NWE,30,WR,16,16,40,698,17.5,6,68,9.1,2.5,43.6,0,1999,77.0,51.9%
397,45,Shawn Jefferson,ATL,31,WR,16,14,60,822,13.7,2,49,7.9,3.8,51.4,1,2000,104.0,57.7%
398,92,Shawn Jefferson,ATL,32,wr,16,6,37,539,14.6,2,48,8.3,2.3,33.7,0,2001,65.0,56.9%
399,90,Desmond Howard,WAS,24,WR,16,15,40,727,18.2,5,81,7.1,2.5,45.4,0,1994,103.0,38.8%
400,92,Curtis Conway,CHI,23,WR,13,12,39,546,14.0,2,85,7.8,3.0,42.0,2,1994,70.0,55.7%
401,33,Curtis Conway,CHI,24,WR,16,16,62,1037,16.7,12,76,8.9,3.9,64.8,0,1995,117.0,53.0%
402,15,Curtis Conway,CHI,25,WR,16,16,81,1049,13.0,7,58,7.3,5.1,65.6,1,1996,143.0,56.6%
403,47,Curtis Conway,CHI,27,WR,15,15,54,733,13.6,3,47,7.0,3.6,48.9,1,1998,104.0,51.9%
404,57,Curtis Conway,SDG,29,WR,14,14,53,712,13.4,5,68,7.2,3.8,50.9,0,2000,99.0,53.5%
405,29,Curtis Conway,SDG,30,WR,16,16,71,1125,15.8,6,72,8.9,4.4,70.3,1,2001,126.0,56.3%
406,48,Curtis Conway,SDG,31,WR,13,13,57,852,14.9,5,52,9.1,4.4,65.5,2,2002,94.0,60.6%
407,72,Curtis Conway,NYJ,32,WR,16,15,46,640,13.9,2,45,6.3,2.9,40.0,0,2003,102.0,45.1%
408,96,Charles Johnson,PIT,22,WR,16,9,38,577,15.2,3,84,8.7,2.4,36.1,2,1994,66.0,57.6%
409,36,Charles Johnson,PIT,24,WR,16,12,60,1008,16.8,3,70,10.0,3.8,63.0,1,1996,101.0,59.4%
410,58,Charles Johnson,PIT,25,WR,13,11,46,568,12.3,2,49,6.2,3.5,43.7,0,1997,91.0,50.5%
411,28,Charles Johnson,PIT,26,WR,16,16,65,815,12.5,7,55,6.6,4.1,50.9,0,1998,124.0,52.4%
412,50,Charles Johnson,PHI,28,WR,16,16,56,642,11.5,7,59,6.4,3.5,40.1,0,2000,100.0,56.0%
413,99,Lake Dawson,KAN,22,wr,12,6,37,537,14.5,2,50,7.9,3.1,44.8,1,1994,68.0,54.4%
414,92,Lake Dawson,KAN,23,WR,16,9,40,513,12.8,5,45,6.8,2.5,32.1,0,1995,75.0,53.3%
415,104,Yancey Thigpen,PIT,25,wr,15,6,36,546,15.2,4,60,7.9,2.4,36.4,0,1994,69.0,52.2%
416,14,Yancey Thigpen,PIT,26,WR,16,16,85,1307,15.4,5,43,8.7,5.3,81.7,1,1995,151.0,56.3%
417,10,Yancey Thigpen,PIT,28,WR,16,15,79,1398,17.7,7,69,9.4,4.9,87.4,1,1997,149.0,53.0%
418,86,Yancey Thigpen,TEN,30,WR,10,10,38,648,17.1,4,35,9.5,3.8,64.8,1,1999,68.0,55.9%
419,109,Rocket Ismail,RAI,25,,16,0,34,513,15.1,5,42,8.0,2.1,32.1,0,1994,64.0,53.1%
420,17,Rocket Ismail,CAR,29,WR,16,15,69,1024,14.8,8,62,8.5,4.3,64.0,2,1998,121.0,57.0%
421,12,Rocket Ismail,DAL,30,WR,16,14,80,1097,13.7,6,76,8.8,5.0,68.6,1,1999,125.0,64.0%
422,54,Rocket Ismail,DAL,32,WR,14,13,53,834,15.7,2,80,9.0,3.8,59.6,0,2001,93.0,57.0%
423,120,Charles Wilson,TAM,26,WR,14,7,31,652,21.0,6,71,10.5,2.2,46.6,0,1994,62.0,50.0%
424,4,Isaac Bruce,STL,23,WR,16,16,119,1781,15.0,13,72,8.9,7.4,111.3,2,1995,199.0,59.8%
425,12,Isaac Bruce,STL,24,WR,16,16,84,1338,15.9,7,70,8.9,5.3,83.6,1,1996,150.0,56.0%
426,42,Isaac Bruce,STL,25,WR,12,12,56,815,14.6,5,59,6.8,4.7,67.9,1,1997,119.0,47.1%
427,19,Isaac Bruce,STL,27,WR,16,16,77,1165,15.1,12,60,9.7,4.8,72.8,0,1999,120.0,64.2%
428,13,Isaac Bruce,STL,28,WR,16,16,87,1471,16.9,9,78,10.9,5.4,91.9,1,2000,135.0,64.4%
429,35,Isaac Bruce,STL,29,WR,16,16,64,1106,17.3,6,51,10.7,4.0,69.1,4,2001,103.0,62.1%
430,19,Isaac Bruce,STL,30,WR,16,16,79,1075,13.6,7,34,8.3,4.9,67.2,2,2002,130.0,60.8%
431,23,Isaac Bruce,STL,31,WR,15,15,69,981,14.2,5,41,8.2,4.6,65.4,0,2003,119.0,58.0%
432,8,Isaac Bruce,STL,32,WR,16,16,89,1292,14.5,6,56,8.7,5.6,80.8,5,2004,148.0,60.1%
433,96,Isaac Bruce,STL,33,WR,11,10,36,525,14.6,3,46,7.4,3.3,47.7,0,2005,71.0,50.7%
434,20,Isaac Bruce,STL,34,WR,16,13,74,1098,14.8,3,45,8.7,4.6,68.6,0,2006,126.0,58.7%
435,46,Isaac Bruce,STL,35,WR,14,12,55,733,13.3,4,37,7.3,3.9,52.4,0,2007,101.0,54.5%
436,37,Isaac Bruce,SFO,36,WR,16,15,61,835,13.7,7,63,7.7,3.8,52.2,0,2008,108.0,56.5%
