,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,Year
869,26,J.J. Johnson,MIA,25,rb,13,4,164,558,4,34,3.4,42.9,2,1999
870,32,Tim Biakabutuka,CAR,25,RB,11,11,138,718,6,67,5.2,65.3,3,1999
871,26,Tim Biakabutuka,CAR,26,RB,12,11,173,627,2,43,3.6,52.3,4,2000
872,43,Richard Huntley,PIT,27,,16,2,93,567,5,52,6.1,35.4,3,1999
873,32,Richard Huntley,CAR,29,RB,14,9,165,665,2,25,4.0,47.5,3,2001
874,8,Jamal Lewis,BAL,21,RB,16,13,309,1364,6,45,4.4,85.3,6,2000
875,8,Jamal Lewis,BAL,23,RB,16,15,308,1327,6,75,4.3,82.9,8,2002
876,2,Jamal Lewis,BAL,24,RB,16,16,387,2066,14,82,5.3,129.1,8,2003
877,21,Jamal Lewis,BAL,25,RB,12,12,235,1006,7,75,4.3,83.8,2,2004
878,14,Jamal Lewis,BAL,26,RB,15,15,269,906,3,25,3.4,60.4,5,2005
879,8,Jamal Lewis,BAL,27,RB,16,16,314,1132,9,52,3.6,70.8,4,2006
880,7,Jamal Lewis,CLE,28,RB,15,15,298,1304,9,66,4.4,86.9,4,2007
881,8,Jamal Lewis,CLE,29,RB,16,16,279,1002,4,29,3.6,62.6,2,2008
882,36,Jamal Lewis,CLE,30,RB,9,8,143,500,0,18,3.5,55.6,0,2009
883,10,Mike Anderson,DEN,27,RB,16,12,297,1487,15,80,5.0,92.9,4,2000
884,25,Mike Anderson,DEN,28,rb,16,7,175,678,4,62,3.9,42.4,1,2001
885,18,Mike Anderson,DEN,32,RB,15,15,239,1014,12,44,4.2,67.6,2,2005
886,14,James Allen,CHI,25,RB,16,15,290,1120,2,29,3.9,70.0,5,2000
887,34,James Allen,HOU,27,rb,16,5,155,519,0,32,3.3,32.4,1,2002
888,17,Ahman Green,GNB,23,RB,16,11,263,1175,10,39,4.5,73.4,6,2000
889,10,Ahman Green,GNB,24,RB,16,16,304,1387,9,83,4.6,86.7,5,2001
890,12,Ahman Green,GNB,25,RB,14,14,286,1240,7,43,4.3,88.6,4,2002
891,3,Ahman Green,GNB,26,RB,16,16,355,1883,15,98,5.3,117.7,7,2003
892,16,Ahman Green,GNB,27,RB,15,15,259,1163,7,90,4.5,77.5,7,2004
893,15,Ahman Green,GNB,29,RB,14,14,266,1059,5,70,4.0,75.6,4,2006
894,23,Ron Dayne,NYG,22,rb,16,4,228,770,5,50,3.4,48.1,1,2000
895,24,Ron Dayne,NYG,23,rb,16,7,180,690,7,61,3.8,43.1,2,2001
896,38,Ron Dayne,HOU,28,rb,11,6,151,612,5,19,4.1,55.6,1,2006
897,24,Ron Dayne,HOU,29,RB,13,8,194,773,6,39,4.0,59.5,1,2007
898,25,Michael Pittman,ARI,25,RB,16,12,184,719,4,29,3.9,44.9,5,2000
899,16,Michael Pittman,ARI,26,RB,15,14,241,846,5,42,3.5,56.4,5,2001
900,28,Michael Pittman,TAM,27,RB,16,15,204,718,1,21,3.5,44.9,3,2002
901,25,Michael Pittman,TAM,28,RB,16,13,187,751,0,17,4.0,46.9,4,2003
902,23,Michael Pittman,TAM,29,RB,13,13,219,926,7,78,4.2,71.2,6,2004
903,27,Travis Prentice,CLE,24,RB,16,11,173,512,7,17,3.0,32.0,2,2000
904,28,Kevin Faulk,NWE,24,RB,16,9,164,570,4,18,3.5,35.6,6,2000
905,27,Kevin Faulk,NWE,27,RB,15,8,178,638,0,23,3.6,42.5,4,2003
906,53,Kevin Faulk,NWE,32,,15,3,83,507,3,41,6.1,33.8,0,2008
907,29,Shawn Bryson,BUF,24,rb,16,7,161,591,0,24,3.7,36.9,1,2000
908,31,Shawn Bryson,DET,27,RB,16,13,158,606,3,39,3.8,37.9,2,2003
909,30,Tony Richardson,KAN,29,FB,16,16,147,697,3,33,4.7,43.6,3,2000
910,3,LaDainian Tomlinson,SDG,22,RB,16,16,339,1236,10,54,3.6,77.3,8,2001
911,2,LaDainian Tomlinson,SDG,23,RB,16,16,372,1683,14,76,4.5,105.2,3,2002
912,11,LaDainian Tomlinson,SDG,24,RB,16,16,313,1645,13,73,5.3,102.8,2,2003
913,6,LaDainian Tomlinson,SDG,25,RB,15,15,339,1335,17,42,3.9,89.0,6,2004
914,5,LaDainian Tomlinson,SDG,26,RB,16,16,339,1462,18,62,4.3,91.4,3,2005
915,2,LaDainian Tomlinson,SDG,27,RB,16,16,348,1815,28,85,5.2,113.4,2,2006
916,4,LaDainian Tomlinson,SDG,28,RB,16,16,315,1474,15,49,4.7,92.1,0,2007
917,6,LaDainian Tomlinson,SDG,29,RB,16,16,292,1110,11,45,3.8,69.4,1,2008
918,16,LaDainian Tomlinson,SDG,30,RB,14,14,223,730,12,36,3.3,52.1,2,2009
919,18,LaDainian Tomlinson,NYJ,31,RB,15,13,219,914,6,31,4.2,60.9,4,2010
920,9,Shaun Alexander,SEA,24,RB,16,12,309,1318,14,88,4.3,82.4,4,2001
921,10,Shaun Alexander,SEA,25,RB,16,16,295,1175,16,58,4.0,73.4,3,2002
922,7,Shaun Alexander,SEA,26,RB,16,15,326,1435,14,55,4.4,89.7,4,2003
923,3,Shaun Alexander,SEA,27,RB,16,16,353,1696,16,44,4.8,106.0,5,2004
924,1,Shaun Alexander,SEA,28,RB,16,16,370,1880,27,88,5.1,117.5,5,2005
925,17,Shaun Alexander,SEA,29,RB,10,10,252,896,7,33,3.6,89.6,6,2006
926,20,Shaun Alexander,SEA,30,RB,13,10,207,716,4,25,3.5,55.1,2,2007
927,12,Anthony Thomas,CHI,24,RB,14,10,278,1183,7,46,4.3,84.5,0,2001
928,24,Anthony Thomas,CHI,25,RB,12,12,214,721,6,34,3.4,60.1,5,2002
929,18,Anthony Thomas,CHI,26,RB,13,13,244,1024,6,67,4.2,78.8,1,2003
930,17,Maurice Smith,ATL,25,RB,16,12,237,760,5,58,3.2,47.5,1,2001
931,18,Dominic Rhodes,IND,22,RB,15,10,233,1104,9,77,4.7,73.6,6,2001
932,29,Dominic Rhodes,IND,27,RB,16,16,187,641,5,17,3.4,40.1,3,2006
933,35,Dominic Rhodes,IND,29,rb,15,4,152,538,6,38,3.5,35.9,0,2008
934,20,Travis Henry,BUF,23,RB,13,12,213,729,4,25,3.4,56.1,5,2001
935,4,Travis Henry,BUF,24,RB,16,16,325,1438,13,34,4.4,89.9,11,2002
936,6,Travis Henry,BUF,25,RB,15,15,331,1356,10,64,4.1,90.4,7,2003
937,13,Travis Henry,TEN,28,RB,14,13,270,1211,7,70,4.5,86.5,3,2006
938,29,Travis Henry,DEN,29,rb,12,7,167,691,4,33,4.1,57.6,3,2007
939,21,Stacey Mack,JAX,26,RB,16,11,213,877,9,54,4.1,54.8,3,2001
940,23,James Jackson,CLE,25,RB,11,10,195,554,2,22,2.8,50.4,1,2001
941,26,Michael Bennett,MIN,23,RB,13,13,172,682,2,31,4.0,52.5,0,2001
942,17,Michael Bennett,MIN,24,RB,16,16,255,1296,5,85,5.1,81.0,4,2002
943,34,Jason Brookins,BAL,25,rb,12,3,151,551,5,25,3.6,45.9,3,2001
944,38,Correll Buckhalter,PHI,23,rb,15,6,129,586,2,48,4.5,39.1,2,2001
945,37,Correll Buckhalter,PHI,25,rb,15,5,126,542,8,64,4.3,36.1,3,2003
946,42,Correll Buckhalter,DEN,31,rb,14,7,120,642,1,45,5.4,45.9,3,2009
947,40,Kevan Barlow,SFO,22,,15,0,125,512,4,25,4.1,34.1,1,2001
948,36,Kevan Barlow,SFO,23,,14,0,145,675,4,35,4.7,48.2,2,2002
949,23,Kevan Barlow,SFO,24,rb,16,4,201,1024,6,78,5.1,64.0,5,2003
950,18,Kevan Barlow,SFO,25,RB,15,14,244,822,7,60,3.4,54.8,2,2004
951,28,Kevan Barlow,SFO,26,RB,12,12,176,581,3,29,3.3,48.4,2,2005
952,42,Troy Hambrick,DAL,25,FB,16,11,113,579,2,80,5.1,36.2,1,2001
953,16,Troy Hambrick,DAL,27,RB,16,16,275,972,5,42,3.5,60.8,4,2003
954,5,Deuce McAllister,NOR,24,RB,15,15,325,1388,13,62,4.3,92.5,4,2002
955,4,Deuce McAllister,NOR,25,RB,16,16,351,1641,8,76,4.7,102.6,6,2003
956,12,Deuce McAllister,NOR,26,RB,14,14,269,1074,9,71,4.0,76.7,5,2004
957,19,Deuce McAllister,NOR,28,RB,15,13,244,1057,10,57,4.3,70.5,3,2006
958,14,Clinton Portis,DEN,21,RB,16,12,273,1508,15,59,5.5,94.3,5,2002
959,14,Clinton Portis,DEN,22,RB,13,13,290,1591,14,65,5.5,122.4,3,2003
960,5,Clinton Portis,WAS,23,RB,15,15,343,1315,5,64,3.8,87.7,5,2004
961,4,Clinton Portis,WAS,24,RB,16,16,352,1516,11,47,4.3,94.8,3,2005
962,42,Clinton Portis,WAS,25,rb,8,7,127,523,7,38,4.1,65.4,0,2006
963,1,Clinton Portis,WAS,26,RB,16,16,325,1262,11,32,3.9,78.9,6,2007
964,3,Clinton Portis,WAS,27,RB,16,16,342,1487,9,31,4.3,92.9,3,2008
965,20,William Green,CLE,23,RB,16,10,243,887,6,64,3.7,55.4,4,2002
966,33,William Green,CLE,24,RB,7,7,142,559,1,26,3.9,79.9,5,2003
967,31,William Green,CLE,25,RB,15,13,163,585,2,46,3.6,39.0,3,2004
968,29,Jonathan Wells,HOU,23,RB,16,11,197,529,3,37,2.7,33.1,3,2002
969,30,Amos Zereoue,PIT,26,rb,16,5,193,762,4,42,3.9,47.6,2,2002
970,31,Marcel Shipp,ARI,24,rb,15,6,188,834,6,56,4.4,55.6,4,2002
971,20,Marcel Shipp,ARI,25,RB,16,11,228,830,0,36,3.6,51.9,3,2003
972,37,Thomas Jones,ARI,24,RB,9,9,138,511,2,58,3.7,56.8,3,2002
973,35,Thomas Jones,TAM,25,,16,3,137,627,3,61,4.6,39.2,4,2003
974,20,Thomas Jones,CHI,26,RB,14,14,240,948,7,54,4.0,67.7,2,2004
975,9,Thomas Jones,CHI,27,RB,15,15,314,1335,9,42,4.3,89.0,2,2005
976,11,Thomas Jones,CHI,28,RB,16,16,296,1210,6,30,4.1,75.6,1,2006
977,5,Thomas Jones,NYJ,29,RB,16,14,310,1119,1,36,3.6,69.9,2,2007
978,7,Thomas Jones,NYJ,30,RB,16,14,290,1312,13,59,4.5,82.0,2,2008
979,2,Thomas Jones,NYJ,31,RB,16,16,331,1402,14,71,4.2,87.6,2,2009
980,12,Thomas Jones,KAN,32,RB,16,10,245,896,6,70,3.7,56.0,3,2010
981,38,T.J. Duckett,ATL,21,,12,3,130,507,4,33,3.9,42.3,0,2002
982,24,T.J. Duckett,ATL,22,RB,16,10,197,779,11,55,4.0,48.7,3,2003
983,44,T.J. Duckett,ATL,23,,13,0,104,509,8,35,4.9,39.2,2,2004
984,40,Kenny Watson,WAS,24,,16,4,116,534,1,24,4.6,33.4,0,2002
985,27,Kenny Watson,CIN,29,fb,16,5,178,763,7,24,4.3,47.7,3,2007
986,19,Domanick Williams,HOU,23,RB,14,10,238,1031,8,51,4.3,73.6,4,2003
987,9,Domanick Williams,HOU,24,RB,15,15,302,1188,13,44,3.9,79.2,4,2004
988,19,Domanick Williams,HOU,25,RB,11,11,230,976,2,44,4.2,88.7,2,2005
989,21,Rudi Johnson,CIN,24,RB,13,5,215,957,9,54,4.5,73.6,0,2003
990,2,Rudi Johnson,CIN,25,RB,16,16,361,1454,12,52,4.0,90.9,4,2004
991,6,Rudi Johnson,CIN,26,RB,16,14,337,1458,12,33,4.3,91.1,1,2005
992,4,Rudi Johnson,CIN,27,RB,16,15,341,1309,12,22,3.8,81.8,6,2006
993,29,Moe Williams,MIN,29,RB,16,7,174,745,5,61,4.3,46.6,2,2003
994,32,Trung Canidate,WAS,26,RB,11,10,142,600,1,38,4.2,54.5,1,2003
995,40,Brian Westbrook,PHI,24,RB,15,8,117,613,7,62,5.2,40.9,3,2003
996,30,Brian Westbrook,PHI,25,RB,13,12,177,812,3,50,4.6,62.5,1,2004
997,33,Brian Westbrook,PHI,26,RB,12,12,156,617,3,31,4.0,51.4,0,2005
998,21,Brian Westbrook,PHI,27,RB,15,14,240,1217,7,71,5.1,81.1,2,2006
999,10,Brian Westbrook,PHI,28,RB,15,15,278,1333,7,36,4.8,88.9,2,2007
1000,17,Brian Westbrook,PHI,29,RB,14,14,233,936,9,39,4.0,66.9,2,2008
1001,44,Onterrio Smith,MIN,23,,15,3,107,579,5,47,5.4,38.6,1,2003
1002,37,Onterrio Smith,MIN,24,rb,11,6,124,544,2,38,4.4,49.5,2,2004
1003,10,Willis McGahee,BUF,23,RB,16,11,284,1128,13,41,4.0,70.5,4,2004
1004,8,Willis McGahee,BUF,24,RB,16,15,325,1247,5,27,3.8,77.9,1,2005
1005,16,Willis McGahee,BUF,25,RB,14,14,259,990,6,57,3.8,70.7,4,2006
1006,8,Willis McGahee,BAL,26,RB,15,15,294,1207,7,46,4.1,80.5,4,2007
1007,30,Willis McGahee,BAL,27,RB,13,8,170,671,7,77,3.9,51.6,3,2008
1008,47,Willis McGahee,BAL,28,,16,1,109,544,12,77,5.0,34.0,1,2009
1009,13,Willis McGahee,DEN,30,RB,15,14,249,1199,4,60,4.8,79.9,4,2011
1010,26,Willis McGahee,DEN,31,RB,10,9,167,731,4,31,4.4,73.1,5,2012
1011,11,Reuben Droughns,DEN,26,RB,16,15,275,1240,6,51,4.5,77.5,5,2004
1012,10,Reuben Droughns,CLE,27,RB,16,16,309,1232,2,75,4.0,77.0,6,2005
1013,27,Reuben Droughns,CLE,28,RB,14,12,220,758,4,22,3.4,54.1,5,2006
1014,19,Kevin Jones,DET,22,RB,15,14,241,1133,5,74,4.7,75.5,2,2004
1015,26,Kevin Jones,DET,23,RB,13,13,186,664,5,40,3.6,51.1,2,2005
1016,30,Kevin Jones,DET,24,RB,12,12,181,689,6,52,3.8,57.4,5,2006
1017,35,Kevin Jones,DET,25,RB,13,10,153,581,8,34,3.8,44.7,2,2007
1018,22,Chris Brown,TEN,23,RB,11,11,220,1067,6,52,4.9,97.0,6,2004
1019,20,Chris Brown,TEN,24,RB,15,14,224,851,5,38,3.8,56.7,4,2005
1020,24,Nick Goings,CAR,26,RB,16,8,217,821,6,57,3.8,51.3,1,2004
1021,25,Lee Suggs,CLE,24,rb,10,3,199,744,2,39,3.7,74.4,6,2004
1022,26,Julius Jones,DAL,23,RB,8,7,197,819,7,53,4.2,102.4,3,2004
1023,15,Julius Jones,DAL,24,RB,13,12,257,993,5,51,3.9,76.4,4,2005
1024,14,Julius Jones,DAL,25,RB,16,16,267,1084,4,77,4.1,67.8,1,2006
1025,31,Julius Jones,DAL,26,RB,16,16,164,588,2,25,3.6,36.8,0,2007
1026,32,Julius Jones,SEA,27,RB,15,10,158,698,2,33,4.4,46.5,4,2008
1027,28,Julius Jones,SEA,28,RB,14,14,177,663,2,62,3.7,47.4,0,2009
1028,32,Chester Taylor,BAL,25,rb,16,4,160,714,2,47,4.5,44.6,1,2004
1029,10,Chester Taylor,MIN,27,RB,15,15,303,1216,6,95,4.0,81.1,5,2006
1030,34,Chester Taylor,MIN,28,rb,14,8,157,844,7,84,5.4,60.3,5,2007
1031,34,Steven Jackson,STL,21,,14,3,134,673,4,48,5.0,48.1,1,2004
1032,17,Steven Jackson,STL,22,RB,15,15,254,1046,8,51,4.1,69.7,3,2005
1033,3,Steven Jackson,STL,23,RB,16,16,346,1528,13,59,4.4,95.5,4,2006
1034,15,Steven Jackson,STL,24,RB,12,12,237,1002,5,54,4.2,83.5,5,2007
1035,11,Steven Jackson,STL,25,RB,12,11,253,1042,7,56,4.1,86.8,5,2008
1036,3,Steven Jackson,STL,26,RB,15,15,324,1416,4,58,4.4,94.4,2,2009
1037,2,Steven Jackson,STL,27,RB,16,16,330,1241,6,42,3.8,77.6,1,2010
1038,10,Steven Jackson,STL,28,RB,15,15,260,1145,5,47,4.4,76.3,2,2011
1039,13,Steven Jackson,STL,29,RB,16,16,258,1045,4,46,4.1,65.3,0,2012
1040,32,Steven Jackson,ATL,30,RB,12,12,157,543,6,50,3.5,45.3,0,2013
1041,19,Steven Jackson,ATL,31,RB,15,15,190,707,6,55,3.7,47.1,0,2014
1042,36,Sammy Morris,MIA,27,RB,13,8,132,523,6,35,4.0,40.2,1,2004
1043,33,Sammy Morris,NWE,31,RB,13,7,156,727,7,35,4.7,55.9,1,2008
1044,39,Larry Johnson,KAN,25,,10,3,120,581,9,46,4.8,58.1,0,2004
1045,7,Larry Johnson,KAN,26,RB,16,9,336,1750,20,49,5.2,109.4,5,2005
1046,1,Larry Johnson,KAN,27,RB,16,16,416,1789,17,47,4.3,111.8,2,2006
1047,32,Larry Johnson,KAN,28,RB,8,8,158,559,3,54,3.5,69.9,1,2007
1048,26,Larry Johnson,KAN,29,RB,12,12,193,874,5,65,4.5,72.8,5,2008
1049,26,Larry Johnson,2TM,30,,14,7,178,581,0,27,3.3,41.5,2,2009
1050,41,Derrick Blaylock,KAN,25,rb,12,5,118,539,8,24,4.6,44.9,0,2004
1051,11,Cadillac Williams,TAM,23,RB,14,14,290,1178,6,71,4.1,84.1,3,2005
1052,26,Cadillac Williams,TAM,24,RB,14,14,225,798,1,38,3.5,57.0,3,2006
1053,22,Cadillac Williams,TAM,27,RB,16,15,211,823,4,35,3.9,51.4,1,2009
1054,13,LaMont Jordan,OAK,27,RB,14,14,272,1025,9,26,3.8,73.2,2,2005
1055,37,LaMont Jordan,OAK,29,rb,12,7,144,549,3,33,3.8,45.8,0,2007
1056,16,Willie Parker,PIT,25,RB,15,15,255,1202,4,80,4.7,80.1,4,2005
1057,6,Willie Parker,PIT,26,RB,16,16,337,1494,13,76,4.4,93.4,7,2006
1058,3,Willie Parker,PIT,27,RB,15,15,321,1316,2,32,4.1,87.7,4,2007
1059,23,Willie Parker,PIT,28,RB,11,11,210,791,5,34,3.8,71.9,0,2008
1060,23,Ronnie Brown,MIA,24,RB,15,14,207,907,4,65,4.4,60.5,4,2005
1061,20,Ronnie Brown,MIA,25,RB,13,12,241,1008,5,47,4.2,77.5,4,2006
1062,44,Ronnie Brown,MIA,26,RB,7,7,119,602,4,60,5.1,86.0,0,2007
1063,22,Ronnie Brown,MIA,27,RB,16,13,214,916,10,62,4.3,57.3,1,2008
1064,33,Ronnie Brown,MIA,28,RB,9,9,147,648,8,45,4.4,72.0,1,2009
1065,23,Ronnie Brown,MIA,29,RB,16,16,200,734,5,51,3.7,45.9,3,2010
1066,24,DeShaun Foster,CAR,25,RB,15,5,205,879,2,70,4.3,58.6,2,2005
1067,24,DeShaun Foster,CAR,26,RB,14,14,227,897,3,43,4.0,64.1,4,2006
1068,13,DeShaun Foster,CAR,27,RB,16,16,247,876,3,20,3.5,54.8,7,2007
1069,29,Tatum Bell,DEN,24,rb,15,1,173,921,8,68,5.3,61.4,3,2005
1070,22,Tatum Bell,DEN,25,RB,13,13,233,1025,2,51,4.4,78.8,5,2006
1071,34,Mewelde Moore,MIN,23,RB,16,8,155,662,1,33,4.3,41.4,2,2005
1072,38,Mewelde Moore,PIT,26,,16,4,140,588,5,32,4.2,36.8,2,2008
1073,35,Greg Jones,JAX,24,FB,14,13,151,575,4,27,3.8,41.1,0,2005
1074,36,Samkon Gado,GNB,23,RB,8,5,143,582,6,64,4.1,72.8,4,2005
1075,37,Marion Barber III,DAL,22,,13,2,138,538,5,28,3.9,41.4,3,2005
1076,40,Marion Barber III,DAL,23,,16,1,135,654,14,25,4.8,40.9,0,2006
1077,21,Marion Barber III,DAL,24,,16,0,204,975,10,54,4.8,60.9,3,2007
1078,15,Marion Barber III,DAL,25,RB,15,13,238,885,7,35,3.7,59.0,7,2008
1079,21,Marion Barber III,DAL,26,RB,15,15,214,932,7,35,4.4,62.1,2,2009
1080,38,Frank Gore,SFO,22,,14,1,127,608,3,72,4.8,43.4,2,2005
1081,9,Frank Gore,SFO,23,RB,16,16,312,1695,8,72,5.4,105.9,6,2006
1082,12,Frank Gore,SFO,24,RB,15,15,260,1102,5,43,4.2,73.5,4,2007
1083,14,Frank Gore,SFO,25,RB,14,14,240,1036,6,41,4.3,74.0,6,2008
1084,14,Frank Gore,SFO,26,RB,14,14,229,1120,10,80,4.9,80.0,4,2009
1085,20,Frank Gore,SFO,27,RB,11,11,203,853,3,64,4.2,77.5,4,2010
1086,5,Frank Gore,SFO,28,RB,16,15,282,1211,8,55,4.3,75.7,2,2011
1087,12,Frank Gore,SFO,29,RB,16,16,258,1214,8,37,4.7,75.9,2,2012
1088,8,Frank Gore,SFO,30,RB,16,16,276,1128,9,51,4.1,70.5,3,2013
1089,8,Frank Gore,SFO,31,RB,16,16,255,1106,4,52,4.3,69.1,2,2014
1090,5,Frank Gore,IND,32,RB,16,16,260,967,6,37,3.7,60.4,4,2015
1091,7,Frank Gore,IND,33,RB,16,16,263,1025,4,22,3.9,64.1,2,2016
1092,8,Frank Gore,IND,34,RB,16,16,261,961,3,21,3.7,60.1,3,2017
1093,25,Frank Gore,MIA,35,RB,14,14,156,722,0,39,4.6,51.6,1,2018
1094,27,Frank Gore,BUF,36,rb,16,8,166,599,2,41,3.6,37.4,0,2019
1095,15,Frank Gore,NYJ,37,RB,15,14,187,653,2,17,3.5,43.5,1,2020
1096,18,Ladell Betts,WAS,27,RB,16,9,245,1154,4,26,4.7,72.1,6,2006
1097,25,Joseph Addai,IND,23,,16,0,226,1081,7,41,4.8,67.6,2,2006
1098,11,Joseph Addai,IND,24,RB,15,15,261,1072,12,23,4.1,71.5,0,2007
1099,34,Joseph Addai,IND,25,RB,12,12,155,544,5,23,3.5,45.3,1,2008
1100,18,Joseph Addai,IND,26,RB,15,15,219,828,10,21,3.8,55.2,1,2009
1101,31,Justin Fargas,OAK,26,rb,16,6,178,659,1,48,3.7,41.2,1,2006
1102,18,Justin Fargas,OAK,27,RB,14,7,222,1009,4,48,4.5,72.1,3,2007
1103,20,Justin Fargas,OAK,28,RB,14,14,218,853,1,42,3.9,60.9,3,2008
1104,32,Laurence Maroney,NWE,21,,14,0,175,745,6,41,4.3,53.2,1,2006
1105,26,Laurence Maroney,NWE,22,rb,13,6,185,835,6,59,4.5,64.2,0,2007
1106,24,Laurence Maroney,NWE,24,rb,15,5,194,757,9,45,3.9,50.5,4,2009
1107,33,Maurice Jones-Drew,JAX,21,rb,16,1,166,941,13,74,5.7,58.8,1,2006
1108,30,Maurice Jones-Drew,JAX,22,,15,0,167,768,9,57,4.6,51.2,2,2007
1109,25,Maurice Jones-Drew,JAX,23,rb,16,3,197,824,12,46,4.2,51.5,6,2008
1110,5,Maurice Jones-Drew,JAX,24,RB,16,16,312,1391,15,80,4.5,86.9,2,2009
1111,8,Maurice Jones-Drew,JAX,25,RB,14,14,299,1324,5,37,4.4,94.6,2,2010
1112,1,Maurice Jones-Drew,JAX,26,RB,16,16,343,1606,8,56,4.7,100.4,6,2011
1113,14,Maurice Jones-Drew,JAX,28,RB,15,15,234,803,5,48,3.4,53.5,1,2013
1114,34,Maurice Morris,SEA,27,rb,16,8,161,604,0,29,3.8,37.8,1,2006
1115,39,Maurice Morris,SEA,28,rb,14,6,140,628,4,46,4.5,44.9,1,2007
1116,41,Maurice Morris,SEA,29,rb,13,6,132,574,0,45,4.3,44.2,1,2008
1117,35,Mike Bell,DEN,23,rb,15,3,157,677,8,48,4.3,45.1,1,2006
1118,30,Mike Bell,NOR,26,,13,3,172,654,5,35,3.8,50.3,2,2009
1119,36,Cedric Benson,CHI,24,,15,0,157,647,6,30,4.1,43.1,0,2006
1120,23,Cedric Benson,CHI,25,RB,11,11,196,674,4,43,3.4,61.3,3,2007
1121,21,Cedric Benson,CIN,26,RB,12,10,214,747,2,46,3.5,62.3,2,2008
1122,6,Cedric Benson,CIN,27,RB,13,13,301,1251,6,42,4.2,96.2,1,2009
1123,5,Cedric Benson,CIN,28,RB,16,16,321,1111,7,26,3.5,69.4,7,2010
1124,7,Cedric Benson,CIN,29,RB,15,15,273,1067,6,42,3.9,71.1,5,2011
1125,37,Reggie Bush,NOR,21,rb,16,8,155,565,6,18,3.6,35.3,2,2006
1126,33,Reggie Bush,NOR,22,RB,12,10,157,581,4,22,3.7,48.4,8,2007
1127,17,Reggie Bush,MIA,26,RB,15,15,216,1086,6,76,5.0,72.4,4,2011
1128,16,Reggie Bush,MIA,27,RB,16,16,227,986,6,65,4.3,61.6,4,2012
1129,15,Reggie Bush,DET,28,RB,14,14,223,1006,4,39,4.5,71.9,5,2013
1130,39,Leon Washington,NYJ,24,RB,16,8,151,650,4,23,4.3,40.6,3,2006
1131,45,DeAngelo Williams,CAR,23,,13,2,121,501,1,31,4.1,38.5,1,2006
1132,38,DeAngelo Williams,CAR,24,,16,0,144,717,4,75,5.0,44.8,1,2007
1133,9,DeAngelo Williams,CAR,25,RB,16,16,273,1515,18,69,5.5,94.7,0,2008
1134,20,DeAngelo Williams,CAR,26,RB,13,13,216,1117,7,77,5.2,85.9,3,2009
1135,28,DeAngelo Williams,CAR,28,RB,16,14,155,836,7,74,5.4,52.3,0,2011
1136,25,DeAngelo Williams,CAR,29,RB,16,10,173,737,5,65,4.3,46.1,2,2012
1137,22,DeAngelo Williams,CAR,30,RB,15,15,201,843,3,43,4.2,56.2,3,2013
1138,15,DeAngelo Williams,PIT,32,RB,16,10,200,907,11,55,4.5,56.7,4,2015
1139,49,Jerious Norwood,ATL,23,,14,0,99,633,2,78,6.4,45.2,0,2006
1140,48,Jerious Norwood,ATL,24,,15,2,103,613,1,67,6.0,40.9,0,2007
1141,55,Michael Turner,SDG,24,,13,0,80,502,2,73,6.3,38.6,0,2006
1142,1,Michael Turner,ATL,26,RB,16,16,376,1699,17,70,4.5,106.2,3,2008
1143,27,Michael Turner,ATL,27,RB,11,11,178,871,10,58,4.9,79.2,4,2009
1144,1,Michael Turner,ATL,28,RB,16,15,334,1371,12,55,4.1,85.7,2,2010
1145,2,Michael Turner,ATL,29,RB,16,15,301,1340,11,81,4.5,83.8,3,2011
1146,17,Michael Turner,ATL,30,RB,16,16,222,800,10,43,3.6,50.0,3,2012
1147,6,LenDale White,TEN,23,RB,16,16,303,1110,7,28,3.7,69.4,5,2007
1148,24,LenDale White,TEN,24,rb,16,2,200,773,15,80,3.9,48.3,1,2008
1149,9,Marshawn Lynch,BUF,21,RB,13,13,280,1115,7,56,4.0,85.8,2,2007
1150,13,Marshawn Lynch,BUF,22,RB,15,15,250,1036,8,50,4.1,69.1,2,2008
1151,21,Marshawn Lynch,2TM,24,,16,14,202,737,6,39,3.6,46.1,4,2010
1152,4,Marshawn Lynch,SEA,25,RB,15,15,285,1204,12,47,4.2,80.3,3,2011
1153,5,Marshawn Lynch,SEA,26,RB,16,15,315,1590,11,77,5.0,99.4,5,2012
1154,2,Marshawn Lynch,SEA,27,RB,16,16,301,1257,12,43,4.2,78.6,4,2013
1155,4,Marshawn Lynch,SEA,28,RB,16,14,280,1306,13,79,4.7,81.6,3,2014
1156,17,Marshawn Lynch,OAK,31,RB,15,15,207,891,7,51,4.3,59.4,1,2017
1157,14,Adrian Peterson,MIN,22,RB,14,9,238,1341,12,73,5.6,95.8,4,2007
1158,36,Adrian Peterson,CHI,28,rb,16,5,151,510,3,21,3.4,31.9,3,2007
1159,2,Adrian Peterson,MIN,23,RB,16,15,363,1760,10,67,4.8,110.0,9,2008
1160,4,Adrian Peterson,MIN,24,RB,16,15,314,1383,18,64,4.4,86.4,7,2009
1161,9,Adrian Peterson,MIN,25,RB,15,15,283,1298,12,80,4.6,86.5,1,2010
1162,18,Adrian Peterson,MIN,26,RB,12,12,208,970,12,54,4.7,80.8,1,2011
1163,2,Adrian Peterson,MIN,27,RB,16,16,348,2097,12,82,6.0,131.1,4,2012
